Data is Provisional and subject to change. Data presented is reported as of 11/8/2021
CountyName,CumulativeCases,CasesChange,TotalTested,TotalTestedChange,Deaths,DeathsChange,ReportDate
Richland,1640,2,21866,33,38,0,3/10/2021 12:00:00 AM
Rock Island,13264,24,167561,420,289,1,3/10/2021 12:00:00 AM
Saline,2352,6,29945,135,48,0,3/10/2021 12:00:00 AM
Sangamon,16328,14,312880,1347,223,0,3/10/2021 12:00:00 AM
Schuyler,683,0,10768,59,5,0,3/10/2021 12:00:00 AM
Scott,451,0,7602,53,1,0,3/10/2021 12:00:00 AM
Shelby,2170,4,22638,75,34,0,3/10/2021 12:00:00 AM
St. Clair,25874,58,319458,747,477,6,3/10/2021 12:00:00 AM
Stark,545,0,7742,12,23,0,3/10/2021 12:00:00 AM
Stephenson,4139,7,48745,146,77,1,3/10/2021 12:00:00 AM
Tazewell,13735,21,183670,799,242,1,3/10/2021 12:00:00 AM
Union,2211,0,30412,213,38,0,3/10/2021 12:00:00 AM
Vermilion,8683,15,114906,1108,119,0,3/10/2021 12:00:00 AM
Wabash,1306,-1,12317,41,12,0,3/10/2021 12:00:00 AM
Warren,1666,0,15835,93,44,0,3/10/2021 12:00:00 AM
Washington,1591,1,11513,34,24,0,3/10/2021 12:00:00 AM
Wayne,1694,2,14659,43,49,0,3/10/2021 12:00:00 AM
White,1625,5,21063,85,25,0,3/10/2021 12:00:00 AM
Whiteside,5981,14,59064,335,150,0,3/10/2021 12:00:00 AM
Will,66220,133,752008,2154,914,1,3/10/2021 12:00:00 AM
Williamson,6896,9,87849,304,121,0,3/10/2021 12:00:00 AM
Winnebago,28502,28,334319,1093,443,0,3/10/2021 12:00:00 AM
Woodford,3747,11,57423,204,60,0,3/10/2021 12:00:00 AM
Adams,8047,1,131506,385,115,1,3/11/2021 12:00:00 AM
Alexander,453,0,5108,14,10,1,3/11/2021 12:00:00 AM
Bond,1920,1,27400,209,24,0,3/11/2021 12:00:00 AM
Boone,5966,2,52462,127,70,0,3/11/2021 12:00:00 AM
Brown,672,2,21858,16,6,0,3/11/2021 12:00:00 AM
Bureau,3364,9,38244,253,78,1,3/11/2021 12:00:00 AM
Calhoun,484,0,5186,21,2,0,3/11/2021 12:00:00 AM
Carroll,1586,3,18237,51,35,0,3/11/2021 12:00:00 AM
Cass,1898,0,18244,48,23,1,3/11/2021 12:00:00 AM
Champaign,18382,32,1871089,10529,131,0,3/11/2021 12:00:00 AM
Chicago,248283,298,3487428,15453,4938,11,3/11/2021 12:00:00 AM
Christian,3353,7,45585,828,71,0,3/11/2021 12:00:00 AM
Clark,1692,1,14693,105,31,0,3/11/2021 12:00:00 AM
Clay,1443,1,14147,62,42,0,3/11/2021 12:00:00 AM
Clinton,5598,2,56496,298,89,0,3/11/2021 12:00:00 AM
Coles,5281,7,69653,602,93,0,3/11/2021 12:00:00 AM
Cook,232818,316,3173531,13757,4556,19,3/11/2021 12:00:00 AM
Crawford,2016,0,30565,216,24,0,3/11/2021 12:00:00 AM
Cumberland,1218,5,10904,89,18,0,3/11/2021 12:00:00 AM
De Witt,1291,5,18637,84,22,0,3/11/2021 12:00:00 AM
DeKalb,8412,9,114884,578,115,0,3/11/2021 12:00:00 AM
Douglas,2489,3,29023,137,33,0,3/11/2021 12:00:00 AM
DuPage,78341,134,1084479,4492,1208,2,3/11/2021 12:00:00 AM
Edgar,1580,3,13276,36,39,0,3/11/2021 12:00:00 AM
Edwards,532,3,3835,11,11,1,3/11/2021 12:00:00 AM
Effingham,4507,0,39088,150,69,0,3/11/2021 12:00:00 AM
Fayette,3069,0,26968,249,54,1,3/11/2021 12:00:00 AM
Ford,1616,4,25359,116,46,0,3/11/2021 12:00:00 AM
Franklin,4177,7,44374,238,66,0,3/11/2021 12:00:00 AM
Fulton,2948,14,68064,350,46,0,3/11/2021 12:00:00 AM
Gallatin,443,2,3776,32,4,0,3/11/2021 12:00:00 AM
Greene,1390,1,12928,50,32,0,3/11/2021 12:00:00 AM
Grundy,5257,12,48261,304,65,2,3/11/2021 12:00:00 AM
Hamilton,797,0,6600,46,15,0,3/11/2021 12:00:00 AM
Hancock,1686,1,16847,39,30,0,3/11/2021 12:00:00 AM
Hardin,350,0,4772,10,12,0,3/11/2021 12:00:00 AM
Henderson,505,0,6439,8,14,0,3/11/2021 12:00:00 AM
Henry,4378,9,59246,441,58,0,3/11/2021 12:00:00 AM
Illinois,1204409,1700,18894652,89893,20862,54,3/11/2021 12:00:00 AM
Iroquois,2799,0,42293,332,62,0,3/11/2021 12:00:00 AM
Jackson,4639,2,67619,412,61,1,3/11/2021 12:00:00 AM
Jasper,1114,0,10679,37,17,0,3/11/2021 12:00:00 AM
Jefferson,4012,1,46699,826,118,0,3/11/2021 12:00:00 AM
Jersey,2509,4,27686,116,47,0,3/11/2021 12:00:00 AM
Jo Daviess,1621,1,18944,47,22,0,3/11/2021 12:00:00 AM
Johnson,1357,0,36428,364,12,0,3/11/2021 12:00:00 AM
Kane,51479,64,561270,2195,727,1,3/11/2021 12:00:00 AM
Kankakee,12686,31,193575,970,190,0,3/11/2021 12:00:00 AM
Kendall,11267,25,114582,584,88,0,3/11/2021 12:00:00 AM
Knox,5029,1,86387,359,133,0,3/11/2021 12:00:00 AM
Lake,60481,74,831421,4350,940,2,3/11/2021 12:00:00 AM
LaSalle,10990,23,152209,1921,223,0,3/11/2021 12:00:00 AM
Lawrence,2328,0,36907,19,24,0,3/11/2021 12:00:00 AM
Lee,3427,12,66312,638,43,0,3/11/2021 12:00:00 AM
Livingston,4287,8,84047,384,79,0,3/11/2021 12:00:00 AM
Logan,3320,1,70583,977,54,0,3/11/2021 12:00:00 AM
Macon,9633,32,149553,858,186,0,3/11/2021 12:00:00 AM
Macoupin,4410,3,63307,266,80,0,3/11/2021 12:00:00 AM
Madison,28418,58,270993,1060,468,1,3/11/2021 12:00:00 AM
Marion,4290,-1,71255,1312,113,0,3/11/2021 12:00:00 AM
Marshall,860,5,16774,63,15,0,3/11/2021 12:00:00 AM
Mason,1294,1,19506,145,41,0,3/11/2021 12:00:00 AM
Massac,1299,-1,10604,31,35,0,3/11/2021 12:00:00 AM
McDonough,2345,3,42338,235,40,0,3/11/2021 12:00:00 AM
McHenry,24806,43,279809,1336,267,0,3/11/2021 12:00:00 AM
McLean,14842,22,265961,1496,161,1,3/11/2021 12:00:00 AM
Menard,1052,3,16504,72,8,0,3/11/2021 12:00:00 AM
Mercer,1295,1,15400,47,33,0,3/11/2021 12:00:00 AM
Monroe,4105,6,37405,110,89,0,3/11/2021 12:00:00 AM
Montgomery,3553,0,59463,323,71,1,3/11/2021 12:00:00 AM
Morgan,3633,2,50742,214,77,0,3/11/2021 12:00:00 AM
Moultrie,1511,4,21038,92,24,0,3/11/2021 12:00:00 AM
Ogle,5129,11,52651,205,76,0,3/11/2021 12:00:00 AM
Peoria,17124,41,262749,1106,267,1,3/11/2021 12:00:00 AM
Perry,3085,3,38752,406,59,1,3/11/2021 12:00:00 AM
Piatt,1357,3,27143,131,14,0,3/11/2021 12:00:00 AM
Pike,1710,5,16273,50,50,0,3/11/2021 12:00:00 AM
Pope,288,0,2696,14,3,0,3/11/2021 12:00:00 AM
Pulaski,672,0,5575,19,6,0,3/11/2021 12:00:00 AM
Putnam,426,1,5455,38,3,0,3/11/2021 12:00:00 AM
Randolph,3992,0,47445,151,80,0,3/11/2021 12:00:00 AM
Richland,1642,2,21905,39,38,0,3/11/2021 12:00:00 AM
Rock Island,13271,7,168057,496,289,0,3/11/2021 12:00:00 AM
Saline,2356,4,30245,300,48,0,3/11/2021 12:00:00 AM
Sangamon,16335,7,314196,1316,223,0,3/11/2021 12:00:00 AM
Schuyler,683,0,10804,36,5,0,3/11/2021 12:00:00 AM
Scott,451,0,7630,28,1,0,3/11/2021 12:00:00 AM
Shelby,2173,3,22763,125,34,0,3/11/2021 12:00:00 AM
St. Clair,25936,62,320645,1187,479,2,3/11/2021 12:00:00 AM
Stark,546,1,7760,18,23,0,3/11/2021 12:00:00 AM
Stephenson,4144,5,48971,226,77,0,3/11/2021 12:00:00 AM
Tazewell,13777,42,184576,906,242,0,3/11/2021 12:00:00 AM
Union,2212,1,30605,193,39,1,3/11/2021 12:00:00 AM
Vermilion,8691,8,115427,521,119,0,3/11/2021 12:00:00 AM
Wabash,1306,0,12402,85,12,0,3/11/2021 12:00:00 AM
Warren,1666,0,15932,97,44,0,3/11/2021 12:00:00 AM
Washington,1593,2,11600,87,24,0,3/11/2021 12:00:00 AM
Wayne,1695,1,14710,51,49,0,3/11/2021 12:00:00 AM
White,1629,4,21141,78,25,0,3/11/2021 12:00:00 AM
Whiteside,5988,7,59389,325,150,0,3/11/2021 12:00:00 AM
Will,66329,109,756167,4159,915,1,3/11/2021 12:00:00 AM
Williamson,6905,9,88124,275,122,1,3/11/2021 12:00:00 AM
Winnebago,28523,21,335353,1034,443,0,3/11/2021 12:00:00 AM
Woodford,3756,9,57694,271,60,0,3/11/2021 12:00:00 AM
Adams,8050,3,131817,311,115,0,3/12/2021 12:00:00 AM
Alexander,453,0,5121,13,10,0,3/12/2021 12:00:00 AM
Bond,1919,-1,27637,237,24,0,3/12/2021 12:00:00 AM
Boone,5974,8,52600,138,70,0,3/12/2021 12:00:00 AM
Brown,673,1,21924,66,6,0,3/12/2021 12:00:00 AM
Bureau,3368,4,38523,279,78,0,3/12/2021 12:00:00 AM
Calhoun,485,1,5199,13,2,0,3/12/2021 12:00:00 AM
Carroll,1588,2,18273,36,35,0,3/12/2021 12:00:00 AM
Cass,1898,0,18314,70,24,1,3/12/2021 12:00:00 AM
Champaign,18413,31,1880560,9471,131,0,3/12/2021 12:00:00 AM
Chicago,248584,301,3504302,16874,4938,0,3/12/2021 12:00:00 AM
Christian,3353,0,45863,278,71,0,3/12/2021 12:00:00 AM
Clark,1694,2,14762,69,32,1,3/12/2021 12:00:00 AM
Clay,1443,0,14245,98,42,0,3/12/2021 12:00:00 AM
Clinton,5603,5,56756,260,89,0,3/12/2021 12:00:00 AM
Coles,5301,20,70287,634,93,0,3/12/2021 12:00:00 AM
Cook,233203,385,3190037,16506,4558,2,3/12/2021 12:00:00 AM
Crawford,2017,1,30611,46,24,0,3/12/2021 12:00:00 AM
Cumberland,1225,7,10933,29,18,0,3/12/2021 12:00:00 AM
De Witt,1291,0,18801,164,22,0,3/12/2021 12:00:00 AM
DeKalb,8425,13,115484,600,115,0,3/12/2021 12:00:00 AM
Douglas,2493,4,29154,131,33,0,3/12/2021 12:00:00 AM
DuPage,78450,109,1089188,4709,1211,3,3/12/2021 12:00:00 AM
Edgar,1585,5,13316,40,39,0,3/12/2021 12:00:00 AM
Edwards,532,0,3848,13,12,1,3/12/2021 12:00:00 AM
Effingham,4508,1,39214,126,69,0,3/12/2021 12:00:00 AM
Fayette,3069,0,27087,119,54,0,3/12/2021 12:00:00 AM
Ford,1617,1,25458,99,46,0,3/12/2021 12:00:00 AM
Franklin,4178,1,44517,143,66,0,3/12/2021 12:00:00 AM
Fulton,2957,9,68297,233,47,1,3/12/2021 12:00:00 AM
Gallatin,443,0,3791,15,4,0,3/12/2021 12:00:00 AM
Greene,1390,0,12964,36,32,0,3/12/2021 12:00:00 AM
Grundy,5265,8,48615,354,66,1,3/12/2021 12:00:00 AM
Hamilton,798,1,6631,31,15,0,3/12/2021 12:00:00 AM
Hancock,1686,0,16890,43,30,0,3/12/2021 12:00:00 AM
Hardin,352,2,4795,23,12,0,3/12/2021 12:00:00 AM
Henderson,505,0,6451,12,14,0,3/12/2021 12:00:00 AM
Henry,4382,4,59396,150,58,0,3/12/2021 12:00:00 AM
Illinois,1206172,1763,18988565,93913,20901,39,3/12/2021 12:00:00 AM
Iroquois,2800,1,42372,79,63,1,3/12/2021 12:00:00 AM
Jackson,4644,5,67945,326,61,0,3/12/2021 12:00:00 AM
Jasper,1114,0,10700,21,17,0,3/12/2021 12:00:00 AM
Jefferson,4012,0,46824,125,118,0,3/12/2021 12:00:00 AM
Jersey,2511,2,27832,146,47,0,3/12/2021 12:00:00 AM
Jo Daviess,1626,5,18973,29,22,0,3/12/2021 12:00:00 AM
Johnson,1359,2,37207,779,12,0,3/12/2021 12:00:00 AM
Kane,51547,68,563592,2322,730,3,3/12/2021 12:00:00 AM
Kankakee,12708,22,194239,664,190,0,3/12/2021 12:00:00 AM
Kendall,11278,11,115042,460,88,0,3/12/2021 12:00:00 AM
Knox,5031,2,86710,323,133,0,3/12/2021 12:00:00 AM
Lake,60603,122,836642,5221,941,1,3/12/2021 12:00:00 AM
LaSalle,11000,10,152736,527,223,0,3/12/2021 12:00:00 AM
Lawrence,2338,10,37712,805,24,0,3/12/2021 12:00:00 AM
Lee,3442,15,66456,144,43,0,3/12/2021 12:00:00 AM
Livingston,4293,6,84298,251,79,0,3/12/2021 12:00:00 AM
Logan,3328,8,70939,356,54,0,3/12/2021 12:00:00 AM
Macon,9646,13,150668,1115,186,0,3/12/2021 12:00:00 AM
Macoupin,4413,3,63532,225,80,0,3/12/2021 12:00:00 AM
Madison,28447,29,271824,831,472,4,3/12/2021 12:00:00 AM
Marion,4294,4,71393,138,113,0,3/12/2021 12:00:00 AM
Marshall,861,1,17000,226,15,0,3/12/2021 12:00:00 AM
Mason,1295,1,19565,59,41,0,3/12/2021 12:00:00 AM
Massac,1299,0,10676,72,36,1,3/12/2021 12:00:00 AM
McDonough,2347,2,42512,174,41,1,3/12/2021 12:00:00 AM
McHenry,24828,22,280868,1059,268,1,3/12/2021 12:00:00 AM
McLean,14863,21,267386,1425,161,0,3/12/2021 12:00:00 AM
Menard,1053,1,16584,80,8,0,3/12/2021 12:00:00 AM
Mercer,1295,0,15465,65,33,0,3/12/2021 12:00:00 AM
Monroe,4112,7,37540,135,89,0,3/12/2021 12:00:00 AM
Montgomery,3555,2,59666,203,71,0,3/12/2021 12:00:00 AM
Morgan,3633,0,50884,142,78,1,3/12/2021 12:00:00 AM
Moultrie,1510,-1,21144,106,24,0,3/12/2021 12:00:00 AM
Ogle,5146,17,52975,324,76,0,3/12/2021 12:00:00 AM
Peoria,17167,43,264090,1341,269,2,3/12/2021 12:00:00 AM
Perry,3088,3,39338,586,59,0,3/12/2021 12:00:00 AM
Piatt,1359,2,27302,159,14,0,3/12/2021 12:00:00 AM
Pike,1712,2,16373,100,50,0,3/12/2021 12:00:00 AM
Pope,288,0,2715,19,3,0,3/12/2021 12:00:00 AM
Pulaski,672,0,5604,29,6,0,3/12/2021 12:00:00 AM
Putnam,427,1,5484,29,3,0,3/12/2021 12:00:00 AM
Randolph,3996,4,47798,353,80,0,3/12/2021 12:00:00 AM
Richland,1643,1,21964,59,39,1,3/12/2021 12:00:00 AM
Rock Island,13303,32,169288,1231,289,0,3/12/2021 12:00:00 AM
Saline,2364,8,30350,105,49,1,3/12/2021 12:00:00 AM
Sangamon,16358,23,315868,1672,224,1,3/12/2021 12:00:00 AM
Schuyler,683,0,10880,76,5,0,3/12/2021 12:00:00 AM
Scott,451,0,7648,18,1,0,3/12/2021 12:00:00 AM
Shelby,2176,3,22955,192,35,1,3/12/2021 12:00:00 AM
St. Clair,25986,50,323793,3148,480,1,3/12/2021 12:00:00 AM
Stark,546,0,7776,16,23,0,3/12/2021 12:00:00 AM
Stephenson,4150,6,49458,487,78,1,3/12/2021 12:00:00 AM
Tazewell,13816,39,185280,704,242,0,3/12/2021 12:00:00 AM
Union,2213,1,30758,153,39,0,3/12/2021 12:00:00 AM
Vermilion,8705,14,115699,272,119,0,3/12/2021 12:00:00 AM
Wabash,1308,2,12431,29,12,0,3/12/2021 12:00:00 AM
Warren,1667,1,15986,54,44,0,3/12/2021 12:00:00 AM
Washington,1594,1,11653,53,25,1,3/12/2021 12:00:00 AM
Wayne,1695,0,14832,122,49,0,3/12/2021 12:00:00 AM
White,1630,1,21178,37,25,0,3/12/2021 12:00:00 AM
Whiteside,6001,13,59612,223,150,0,3/12/2021 12:00:00 AM
Will,66457,128,760625,4458,919,4,3/12/2021 12:00:00 AM
Williamson,6918,13,88585,461,123,1,3/12/2021 12:00:00 AM
Winnebago,28548,25,336576,1223,445,2,3/12/2021 12:00:00 AM
Woodford,3761,5,57983,289,60,0,3/12/2021 12:00:00 AM
Adams,8051,1,132026,209,115,0,3/13/2021 12:00:00 AM
Alexander,453,0,5135,14,10,0,3/13/2021 12:00:00 AM
Bond,1919,0,27983,346,24,0,3/13/2021 12:00:00 AM
Boone,5982,8,52782,182,70,0,3/13/2021 12:00:00 AM
Brown,675,2,21936,12,6,0,3/13/2021 12:00:00 AM
Bureau,3370,2,38706,183,78,0,3/13/2021 12:00:00 AM
Calhoun,485,0,5206,7,2,0,3/13/2021 12:00:00 AM
Carroll,1589,1,18328,55,35,0,3/13/2021 12:00:00 AM
Cass,1897,-1,18376,62,24,0,3/13/2021 12:00:00 AM
Champaign,18434,21,1892248,11688,132,1,3/13/2021 12:00:00 AM
Chicago,248971,387,3518096,13794,4950,12,3/13/2021 12:00:00 AM
Christian,3355,2,45995,132,71,0,3/13/2021 12:00:00 AM
Clark,1694,0,14833,71,32,0,3/13/2021 12:00:00 AM
Clay,1444,1,14286,41,42,0,3/13/2021 12:00:00 AM
Clinton,5604,1,57005,249,89,0,3/13/2021 12:00:00 AM
Coles,5306,5,70528,241,93,0,3/13/2021 12:00:00 AM
Cook,233453,250,3200762,10725,4559,1,3/13/2021 12:00:00 AM
Crawford,2017,0,30803,192,24,0,3/13/2021 12:00:00 AM
Cumberland,1223,-2,10970,37,18,0,3/13/2021 12:00:00 AM
De Witt,1294,3,18895,94,22,0,3/13/2021 12:00:00 AM
DeKalb,8437,12,115941,457,115,0,3/13/2021 12:00:00 AM
Douglas,2493,0,29221,67,33,0,3/13/2021 12:00:00 AM
DuPage,78589,139,1092926,3738,1212,1,3/13/2021 12:00:00 AM
Edgar,1592,7,13399,83,39,0,3/13/2021 12:00:00 AM
Edwards,534,2,3871,23,12,0,3/13/2021 12:00:00 AM
Effingham,4508,0,39348,134,69,0,3/13/2021 12:00:00 AM
Fayette,3069,0,27246,159,54,0,3/13/2021 12:00:00 AM
Ford,1620,3,25592,134,46,0,3/13/2021 12:00:00 AM
Franklin,4184,6,44638,121,66,0,3/13/2021 12:00:00 AM
Fulton,2967,10,68516,219,47,0,3/13/2021 12:00:00 AM
Gallatin,443,0,3806,15,4,0,3/13/2021 12:00:00 AM
Greene,1390,0,12999,35,32,0,3/13/2021 12:00:00 AM
Grundy,5276,11,48824,209,66,0,3/13/2021 12:00:00 AM
Hamilton,797,-1,6669,38,15,0,3/13/2021 12:00:00 AM
Hancock,1687,1,16944,54,30,0,3/13/2021 12:00:00 AM
Hardin,352,0,4802,7,12,0,3/13/2021 12:00:00 AM
Henderson,507,2,6460,9,14,0,3/13/2021 12:00:00 AM
Henry,4384,2,59604,208,58,0,3/13/2021 12:00:00 AM
Illinois,1207847,1675,19066070,77505,20924,23,3/13/2021 12:00:00 AM
Iroquois,2801,1,42432,60,63,0,3/13/2021 12:00:00 AM
Jackson,4646,2,68228,283,61,0,3/13/2021 12:00:00 AM
Jasper,1114,0,10759,59,17,0,3/13/2021 12:00:00 AM
Jefferson,4012,0,47480,656,118,0,3/13/2021 12:00:00 AM
Jersey,2517,6,27868,36,47,0,3/13/2021 12:00:00 AM
Jo Daviess,1627,1,19019,46,22,0,3/13/2021 12:00:00 AM
Johnson,1361,2,37273,66,12,0,3/13/2021 12:00:00 AM
Kane,51613,66,565088,1496,730,0,3/13/2021 12:00:00 AM
Kankakee,12729,21,194866,627,190,0,3/13/2021 12:00:00 AM
Kendall,11306,28,115434,392,88,0,3/13/2021 12:00:00 AM
Knox,5032,1,88312,1602,133,0,3/13/2021 12:00:00 AM
Lake,60716,113,840081,3439,941,0,3/13/2021 12:00:00 AM
LaSalle,11010,10,153277,541,223,0,3/13/2021 12:00:00 AM
Lawrence,2338,0,38100,388,24,0,3/13/2021 12:00:00 AM
Lee,3459,17,68258,1802,44,1,3/13/2021 12:00:00 AM
Livingston,4308,15,85593,1295,79,0,3/13/2021 12:00:00 AM
Logan,3329,1,71052,113,54,0,3/13/2021 12:00:00 AM
Macon,9655,9,151128,460,186,0,3/13/2021 12:00:00 AM
Macoupin,4416,3,63643,111,80,0,3/13/2021 12:00:00 AM
Madison,28499,52,272597,773,475,3,3/13/2021 12:00:00 AM
Marion,4296,2,72187,794,113,0,3/13/2021 12:00:00 AM
Marshall,865,4,17052,52,15,0,3/13/2021 12:00:00 AM
Mason,1296,1,19629,64,41,0,3/13/2021 12:00:00 AM
Massac,1299,0,10694,18,36,0,3/13/2021 12:00:00 AM
McDonough,2347,0,42784,272,41,0,3/13/2021 12:00:00 AM
McHenry,24865,37,281608,740,268,0,3/13/2021 12:00:00 AM
McLean,14896,33,268760,1374,162,1,3/13/2021 12:00:00 AM
Menard,1056,3,16656,72,8,0,3/13/2021 12:00:00 AM
Mercer,1295,0,15489,24,33,0,3/13/2021 12:00:00 AM
Monroe,4116,4,37652,112,89,0,3/13/2021 12:00:00 AM
Montgomery,3560,5,59796,130,71,0,3/13/2021 12:00:00 AM
Morgan,3642,9,51102,218,78,0,3/13/2021 12:00:00 AM
Moultrie,1510,0,21271,127,24,0,3/13/2021 12:00:00 AM
Ogle,5156,10,53249,274,76,0,3/13/2021 12:00:00 AM
Peoria,17200,33,264875,785,268,-1,3/13/2021 12:00:00 AM
Perry,3090,2,39403,65,59,0,3/13/2021 12:00:00 AM
Piatt,1364,5,27376,74,14,0,3/13/2021 12:00:00 AM
Pike,1714,2,16435,62,50,0,3/13/2021 12:00:00 AM
Pope,288,0,2723,8,3,0,3/13/2021 12:00:00 AM
Pulaski,672,0,5620,16,6,0,3/13/2021 12:00:00 AM
Putnam,427,0,5509,25,3,0,3/13/2021 12:00:00 AM
Randolph,3999,3,48058,260,80,0,3/13/2021 12:00:00 AM
Richland,1645,2,22199,235,39,0,3/13/2021 12:00:00 AM
Rock Island,13312,9,169822,534,289,0,3/13/2021 12:00:00 AM
Saline,2369,5,30451,101,49,0,3/13/2021 12:00:00 AM
Sangamon,16397,39,316769,901,225,1,3/13/2021 12:00:00 AM
Schuyler,683,0,10905,25,5,0,3/13/2021 12:00:00 AM
Scott,451,0,7668,20,1,0,3/13/2021 12:00:00 AM
Shelby,2177,1,23047,92,35,0,3/13/2021 12:00:00 AM
St. Clair,26049,63,324910,1117,480,0,3/13/2021 12:00:00 AM
Stark,546,0,7795,19,23,0,3/13/2021 12:00:00 AM
Stephenson,4165,15,49550,92,78,0,3/13/2021 12:00:00 AM
Tazewell,13845,29,186078,798,242,0,3/13/2021 12:00:00 AM
Union,2213,0,30876,118,39,0,3/13/2021 12:00:00 AM
Vermilion,8718,13,116635,936,119,0,3/13/2021 12:00:00 AM
Wabash,1308,0,12491,60,12,0,3/13/2021 12:00:00 AM
Warren,1667,0,16044,58,44,0,3/13/2021 12:00:00 AM
Washington,1595,1,11690,37,25,0,3/13/2021 12:00:00 AM
Wayne,1695,0,14887,55,49,0,3/13/2021 12:00:00 AM
White,1634,4,21316,138,25,0,3/13/2021 12:00:00 AM
Whiteside,6010,9,59896,284,150,0,3/13/2021 12:00:00 AM
Will,66517,60,763209,2584,921,2,3/13/2021 12:00:00 AM
Williamson,6926,8,88816,231,123,0,3/13/2021 12:00:00 AM
Winnebago,28579,31,337604,1028,446,1,3/13/2021 12:00:00 AM
Woodford,3768,7,58266,283,60,0,3/13/2021 12:00:00 AM
Adams,8052,1,132157,131,115,0,3/14/2021 12:00:00 AM
Alexander,453,0,5146,11,10,0,3/14/2021 12:00:00 AM
Bond,1919,0,28210,227,24,0,3/14/2021 12:00:00 AM
Boone,5988,6,52890,108,70,0,3/14/2021 12:00:00 AM
Brown,675,0,21946,10,6,0,3/14/2021 12:00:00 AM
Bureau,3373,3,38776,70,78,0,3/14/2021 12:00:00 AM
Calhoun,485,0,5215,9,2,0,3/14/2021 12:00:00 AM
Carroll,1595,6,18376,48,35,0,3/14/2021 12:00:00 AM
Cass,1899,2,18419,43,24,0,3/14/2021 12:00:00 AM
Champaign,18463,29,1900879,8631,132,0,3/14/2021 12:00:00 AM
Chicago,249247,276,3530756,12660,4952,2,3/14/2021 12:00:00 AM
Christian,3357,2,46246,251,71,0,3/14/2021 12:00:00 AM
Clark,1695,1,14850,17,32,0,3/14/2021 12:00:00 AM
Clay,1444,0,14322,36,42,0,3/14/2021 12:00:00 AM
Clinton,5603,-1,57119,114,89,0,3/14/2021 12:00:00 AM
Coles,5309,3,70779,251,93,0,3/14/2021 12:00:00 AM
Cook,233726,273,3211026,10264,4562,3,3/14/2021 12:00:00 AM
Crawford,2018,1,30849,46,24,0,3/14/2021 12:00:00 AM
Cumberland,1224,1,10997,27,18,0,3/14/2021 12:00:00 AM
De Witt,1294,0,18953,58,22,0,3/14/2021 12:00:00 AM
DeKalb,8441,4,116257,316,115,0,3/14/2021 12:00:00 AM
Douglas,2496,3,29298,77,33,0,3/14/2021 12:00:00 AM
DuPage,78889,300,1096194,3268,1212,0,3/14/2021 12:00:00 AM
Edgar,1594,2,13437,38,39,0,3/14/2021 12:00:00 AM
Edwards,534,0,3886,15,12,0,3/14/2021 12:00:00 AM
Effingham,4508,0,39425,77,69,0,3/14/2021 12:00:00 AM
Fayette,3069,0,27310,64,54,0,3/14/2021 12:00:00 AM
Ford,1621,1,25629,37,46,0,3/14/2021 12:00:00 AM
Franklin,4185,1,44737,99,66,0,3/14/2021 12:00:00 AM
Fulton,2974,7,68809,293,48,1,3/14/2021 12:00:00 AM
Gallatin,443,0,3822,16,4,0,3/14/2021 12:00:00 AM
Greene,1390,0,13022,23,32,0,3/14/2021 12:00:00 AM
Grundy,5278,2,49091,267,66,0,3/14/2021 12:00:00 AM
Hamilton,796,-1,6696,27,15,0,3/14/2021 12:00:00 AM
Hancock,1687,0,16963,19,30,0,3/14/2021 12:00:00 AM
Hardin,352,0,4816,14,12,0,3/14/2021 12:00:00 AM
Henderson,507,0,6475,15,14,0,3/14/2021 12:00:00 AM
Henry,4385,1,59740,136,58,0,3/14/2021 12:00:00 AM
Illinois,1209331,1484,19131098,65028,20943,19,3/14/2021 12:00:00 AM
Iroquois,2802,1,42691,259,63,0,3/14/2021 12:00:00 AM
Jackson,4650,4,68351,123,62,1,3/14/2021 12:00:00 AM
Jasper,1114,0,10775,16,17,0,3/14/2021 12:00:00 AM
Jefferson,4013,1,47703,223,118,0,3/14/2021 12:00:00 AM
Jersey,2518,1,27908,40,48,1,3/14/2021 12:00:00 AM
Jo Daviess,1628,1,19083,64,22,0,3/14/2021 12:00:00 AM
Johnson,1362,1,37980,707,12,0,3/14/2021 12:00:00 AM
Kane,51655,42,566648,1560,731,1,3/14/2021 12:00:00 AM
Kankakee,12739,10,195336,470,191,1,3/14/2021 12:00:00 AM
Kendall,11333,27,115819,385,88,0,3/14/2021 12:00:00 AM
Knox,5035,3,88451,139,133,0,3/14/2021 12:00:00 AM
Lake,60800,84,842937,2856,943,2,3/14/2021 12:00:00 AM
LaSalle,11019,9,154451,1174,223,0,3/14/2021 12:00:00 AM
Lawrence,2339,1,38171,71,24,0,3/14/2021 12:00:00 AM
Lee,3462,3,68296,38,45,1,3/14/2021 12:00:00 AM
Livingston,4309,1,85715,122,79,0,3/14/2021 12:00:00 AM
Logan,3331,2,71995,943,54,0,3/14/2021 12:00:00 AM
Macon,9669,14,152178,1050,186,0,3/14/2021 12:00:00 AM
Macoupin,4417,1,63775,132,80,0,3/14/2021 12:00:00 AM
Madison,28520,21,273371,774,475,0,3/14/2021 12:00:00 AM
Marion,4297,1,72624,437,113,0,3/14/2021 12:00:00 AM
Marshall,867,2,17073,21,15,0,3/14/2021 12:00:00 AM
Mason,1298,2,19698,69,41,0,3/14/2021 12:00:00 AM
